,Unnamed: 0,index,Recipients,Padma Shri State,Padma Shri Field,Padma Shri Awarded By,Padma Bhushan State,Padma Bhushan Field,Padma Bhushan Awarded By,Padma Vibhushan State,Padma Vibhushan Field,Padma Vibhushan Awarded By,Padma Shri State Tel,Padma Shri Field Tel,Padma Shri Awarded By Tel
541,541,541,Charles Correa,Maharashtra,Science and Engineering,V. V. Giri,,,,Maharashtra,Science and Engineering,A. P. J. Abdul Kalam,మహారాష్ట్ర,సైన్స్ అండ్ ఇంజినీరింగ్,వి. వి. గిరి
542,542,542,Chaturbhuj Meher,"Odisha, India",Arts,A. P. J. Abdul Kalam,,,,,,,"ఒడిశా, భారత్",ఆర్ట్స్,ఎ. పి. జె. అబ్దుల్ కలాం
543,543,543,Chenganoor Raman Pillai,"Kerala, India",Arts,V. V. Giri,,,,,,,"కేరళ, భారత్",ఆర్ట్స్,వి. వి. గిరి
544,544,544,Chennamaneni Hanumantha Rao,,,,"Andhra Pradesh, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,
545,545,545,Chewang Norphel,Jammu & Kashmir/India,Others,Pranab Mukherjee,,,,,,,జమ్మూ అండ్ కశ్మీర్/ఇండియా,మరికొందరు,ప్రణబ్ ముఖర్జీ
546,546,546,Chewang Phunsog,Delhi/India,Civil Service,K. R. Narayanan,,,,,,,ఢిల్లీ/ఇండియా,సివిల్ సర్వీస్,కె. ఆర్. నారాయణన్
547,547,547,Chhannulal Mishra,,,,Uttar Pradesh,Arts,Pratibha Patil,Uttar Pradesh,Arts,Ram Nath Kovind,,,
548,548,548,Chindodi Leela,"Karnataka, India",Arts,R. Venkataraman,,,,,,,"కర్ణాటక, భారత్",ఆర్ట్స్,ఆర్. వెంకటరమణ
549,549,549,Chinna Pillai,"Tamil Nadu, India",Social Work,Ram Nath Kovind,,,,,,,"తమిళనాడు, భారతదేశం",సామాజిక పని,రామ్ నాథ్ కోవింద్
550,550,550,Chintakindi Mallesham,"Telangana, India",Science and Engineering,Pranab Mukherjee,,,,,,,"తెలంగాణ, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,ప్రణబ్ ముఖర్జీ
551,551,551,Chintala Venkat Reddy,"Telangana, India",Others,Ram Nath Kovind,,,,,,,"తెలంగాణ, భారత్",మరికొందరు,రామ్ నాథ్ కోవింద్
552,552,552,Chintaman Govind Pandit,Gujarat,Medicine,Rajendra Prasad,Maharashtra,Medicine,Sarvepalli Radhakrishnan,,,,గుజరాత్,మెడిసిన్,రాజేంద్ర ప్రసాద్
553,553,553,Chintamoni Kar,,,,"West Bengal, India",Arts,V. V. Giri,,,,,,
554,554,554,Chiranjeet Chakraborty,Delhi/India,Arts,V. V. Giri,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,వి. వి. గిరి
555,555,555,Chiranjeevi,,,,"Andhra Pradesh, India",Arts,A. P. J. Abdul Kalam,,,,,,
556,556,556,Chitra Naik,"Maharashtra, India",Literature and Education,Zail Singh,,,,,,,"మహారాష్ట్ర, భారత్",సాహిత్యం మరియు విద్య,జైల్ సింగ్
557,557,557,Chitra Visweswaran,"Tamil Nadu, India",Arts,R. Venkataraman,,,,,,,"తమిళనాడు, భారతదేశం",ఆర్ట్స్,ఆర్. వెంకటరమణ
558,558,558,Chitranjan Singh Ranawat,,,,"Madhya Pradesh, India",Medicine,K. R. Narayanan,,,,,,
559,559,559,Chittani Ramachandra Hegde,"Karnataka, India",Arts,Pratibha Patil,,,,,,,"కర్ణాటక, భారత్",ఆర్ట్స్,ప్రతిభా పాటిల్
560,560,560,Chittoor Mohammed Habeebullah,"Andhra Pradesh, India",Medicine,K. R. Narayanan,,,,,,,"ఆంధ్రప్రదేశ్, భారత్",మెడిసిన్,కె. ఆర్. నారాయణన్
561,561,561,Cho Ramaswamy,,,,"Tamil Nadu, India",Literature and Education,Pranab Mukherjee,,,,,,
562,562,562,Christopher Pinney,United Kingdom,Literature and Education,Pranab Mukherjee,,,,,,,యునైటెడ్ కింగ్డమ్,సాహిత్యం మరియు విద్య,ప్రణబ్ ముఖర్జీ
563,563,563,Chuni Goswami,"West Bengal, India",Sports,Zail Singh,,,,,,,"పశ్చిమ బెంగాల్, భారత్",క్రీడలు,జైల్ సింగ్
564,564,564,Claire Vellut,"Tamil Nadu, India",Social Work,Neelam Sanjiva Reddy,,,,,,,"తమిళనాడు, భారతదేశం",సామాజిక పని,నీలం సంజీవ రెడ్డి
565,565,565,Coimbatore Narayana Rao Raghavendran,"Tamil Nadu, India",Science and Engineering,Pratibha Patil,,,,,,,"తమిళనాడు, భారతదేశం",సైన్స్ అండ్ ఇంజినీరింగ్,ప్రతిభా పాటిల్
566,566,566,Colette Mathur,Malaysia,Public Affairs,Pratibha Patil,,,,,,,మలేషియా,ప్రజా వ్యవహారాలు,ప్రతిభా పాటిల్
567,567,567,Coluthur Gopalan,Delhi,Medicine,V. V. Giri,Delhi,Medicine,A. P. J. Abdul Kalam,,,,ఢిల్లీ,మెడిసిన్,వి. వి. గిరి
568,568,568,Cottari Kankaiyah Nayudu,,,,"Tamil Nadu, India",Sports,Rajendra Prasad,,,,,,
569,569,569,Cyrus S. Poonawalla,"Maharashtra, India",Medicine,A. P. J. Abdul Kalam,,,,,,,"మహారాష్ట్ర, భారత్",మెడిసిన్,ఎ. పి. జె. అబ్దుల్ కలాం
570,570,570,D. B. Deodhar,Maharashtra,Sports,Sarvepalli Radhakrishnan,Maharashtra,Sports,R. Venkataraman,,,,మహారాష్ట్ర,క్రీడలు,సర్వేపల్లి రాధాకృష్ణన్
571,571,571,D. C. Kizhakemuri,,,,"Kerala, India",Literature and Education,K. R. Narayanan,,,,,,
572,572,572,D. C. Pavate,,,,"Karnataka, India",Literature and Education,Sarvepalli Radhakrishnan,,,,,,
573,573,573,D. D. Bhawalkar,"Madhya Pradesh, India",Science and Engineering,K. R. Narayanan,,,,,,,"మధ్యప్రదేశ్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,కె. ఆర్. నారాయణన్
574,574,574,D. K. Khullar,"Punjab, India",Sports,Zail Singh,,,,,,,"పంజాబ్, భారత్",క్రీడలు,జైల్ సింగ్
575,575,575,D. K. Pattammal,,,,Tamil Nadu,Arts,V. V. Giri,Tamil Nadu,Arts,K. R. Narayanan,,,
576,576,576,D. Nageshwar Reddy,Andhra Pradesh,Medicine,K. R. Narayanan,Telangana,Medicine,Pranab Mukherjee,,,,ఆంధ్రప్రదేశ్,మెడిసిన్,కె. ఆర్. నారాయణన్
577,577,577,D. P. Chattopadhyaya,,,,,,,"West Bengal, India",Literature and Education,Pratibha Patil,,,
578,578,578,D. P. Kohli,,,,"Punjab, India",Civil Service,Sarvepalli Radhakrishnan,,,,,,
579,579,579,D. P. Roy Choudhury,,,,"West Bengal, India",Arts,Rajendra Prasad,,,,,,
580,580,580,D. R. Bendre,"Karnataka, India",Literature and Education,Zakir Husain (politician),,,,,,,"కర్ణాటక, భారత్",సాహిత్యం మరియు విద్య,జకీర్ హుసేన్ (రాజకీయ నాయకుడు)
581,581,581,D. R. Karthikeyan,Delhi/India,Civil Service,Pratibha Patil,,,,,,,ఢిల్లీ/ఇండియా,సివిల్ సర్వీస్,ప్రతిభా పాటిల్
582,582,582,D. R. Mehta,,,,"Rajasthan, India",Social Work,Pratibha Patil,,,,,,
583,583,583,D. Ramanaidu,,,,"Andhra Pradesh, India",Arts,Pranab Mukherjee,,,,,,
584,584,584,D. S. Rana,"Himachal Pradesh, India",Medicine,Pratibha Patil,,,,,,,"హిమాచల్ ప్రదేశ్, భారత్",మెడిసిన్,ప్రతిభా పాటిల్
585,585,585,D. V. Gundappa,,,,"Karnataka, India",Literature and Education,V. V. Giri,,,,,,
586,586,586,D. V. S. Raju,"Andhra Pradesh, India",Arts,K. R. Narayanan,,,,,,,"ఆంధ్రప్రదేశ్, భారత్",ఆర్ట్స్,కె. ఆర్. నారాయణన్
587,587,587,D. Y. Patil,"Maharashtra, India",Social Work,R. Venkataraman,,,,,,,"మహారాష్ట్ర, భారత్",సామాజిక పని,ఆర్. వెంకటరమణ
588,588,588,Dadi Pudumjee,Delhi/India,Arts,Pratibha Patil,,,,,,,ఢిల్లీ/ఇండియా,ఆర్ట్స్,ప్రతిభా పాటిల్
589,589,589,Dadudan Gadhvi,"Gujarat, India",Literature and Education,Ram Nath Kovind,,,,,,,"గుజరాత్, భారత్",సాహిత్యం మరియు విద్య,రామ్ నాథ్ కోవింద్
590,590,590,Dagdu Maruti Pawar,"Maharashtra, India",Literature and Education,R. Venkataraman,,,,,,,"మహారాష్ట్ర, భారత్",సాహిత్యం మరియు విద్య,ఆర్. వెంకటరమణ
591,591,591,Dahyabhai Shastri,"Gujarat, India",Literature and Education,Pranab Mukherjee,,,,,,,"గుజరాత్, భారత్",సాహిత్యం మరియు విద్య,ప్రణబ్ ముఖర్జీ
592,592,592,Daji Bhatawadekar,"Maharashtra, India",Arts,Sarvepalli Radhakrishnan,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,సర్వేపల్లి రాధాకృష్ణన్
593,593,593,Dalavai Chalapathi Rao,"Andhra Pradesh, India",Arts,Ram Nath Kovind,,,,,,,"ఆంధ్రప్రదేశ్, భారత్",ఆర్ట్స్,రామ్ నాథ్ కోవింద్
594,594,594,Dalip Kaur Tiwana,"Punjab, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,,"పంజాబ్, భారత్",సాహిత్యం మరియు విద్య,ఎ. పి. జె. అబ్దుల్ కలాం
595,595,595,Daljeet Singh Gambhir,"Uttar Pradesh, India",Medicine,Pranab Mukherjee,,,,,,,"ఉత్తరప్రదేశ్, భారత్",మెడిసిన్,ప్రణబ్ ముఖర్జీ
596,596,596,Daljit Singh,"Punjab, India",Medicine,Zail Singh,,,,,,,"పంజాబ్, భారత్",మెడిసిన్,జైల్ సింగ్
597,597,597,Dalsukh Dahyabhai Malvania,,,,"Gujarat, India",Literature and Education,R. Venkataraman,,,,,,
598,598,598,Dalveer Bhandari,,,,Delhi/India,Public Affairs,Pranab Mukherjee,,,,,,
599,599,599,Damal Kandalai Srinivasan,"Tamil Nadu, India",Social Work,Pranab Mukherjee,,,,,,,"తమిళనాడు, భారతదేశం",సామాజిక పని,ప్రణబ్ ముఖర్జీ
600,600,600,Damayanti Beshra,"Odisha, India",Literature and Education,Ram Nath Kovind,,,,,,,"ఒడిశా, భారత్",సాహిత్యం మరియు విద్య,రామ్ నాథ్ కోవింద్
601,601,601,Damayanti Joshi,"Maharashtra, India",Arts,V. V. Giri,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,వి. వి. గిరి
602,602,602,Damodar Keshav Datar,"Maharashtra, India",Arts,A. P. J. Abdul Kalam,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,ఎ. పి. జె. అబ్దుల్ కలాం
603,603,603,Danny Denzongpa,"Maharashtra, India",Arts,A. P. J. Abdul Kalam,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,ఎ. పి. జె. అబ్దుల్ కలాం
604,604,604,Dara Nusserwanji Khurody,,,,"Madhya Pradesh, India",Trade and Industry,Sarvepalli Radhakrishnan,,,,,,
605,605,605,Darab Jehangir Jussawala,,,,"Maharashtra, India",Medicine,Fakhruddin Ali Ahmed,,,,,,
606,606,606,Darashaw Nosherwan Wadia,,,,"Maharashtra, India",Science and Engineering,Rajendra Prasad,,,,,,
607,607,607,Darchhawna,"Mizoram, India",Literature and Education,A. P. J. Abdul Kalam,,,,,,,"మిజోరం, ఇండియా",సాహిత్యం మరియు విద్య,ఎ. పి. జె. అబ్దుల్ కలాం
608,608,608,Daripalli Ramaiah,"Telangana, India",Social Work,Pranab Mukherjee,,,,,,,"తెలంగాణ, భారత్",సామాజిక పని,ప్రణబ్ ముఖర్జీ
609,609,609,Darshan Lal Jain,,,,"Haryana, India",Social Work,Ram Nath Kovind,,,,,,
610,610,610,Darshan Singh Vohra,Chandigarh/India,Social Work,R. Venkataraman,,,,,,,చండీగఢ్/ఇండియా,సామాజిక పని,ఆర్. వెంకటరమణ
611,611,611,Darshana Jhaveri,"Maharashtra, India",Arts,K. R. Narayanan,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,కె. ఆర్. నారాయణన్
612,612,612,Dasari Prasada Rao,"Andhra Pradesh, India",Medicine,K. R. Narayanan,,,,,,,"ఆంధ్రప్రదేశ్, భారత్",మెడిసిన్,కె. ఆర్. నారాయణన్
613,613,613,Dashrath Patel,Gujarat,Arts,Neelam Sanjiva Reddy,Gujarat,Arts,Pratibha Patil,,,,గుజరాత్,ఆర్ట్స్,నీలం సంజీవ రెడ్డి
614,614,614,Dasika Durga Prasada Rao,"Andhra Pradesh, India",Science and Engineering,K. R. Narayanan,,,,,,,"ఆంధ్రప్రదేశ్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,కె. ఆర్. నారాయణన్
615,615,615,Dattatraya Shridhar Joshi,,,,,,,"Maharashtra, India",Civil Service,Zakir Husain (politician),,,
616,616,616,Dattatraya Yeshwant Phadke,,,,"Maharashtra, India",Science and Engineering,V. V. Giri,,,,,,
617,617,617,Dattatreyudu Nori,United States,Medicine,Pranab Mukherjee,,,,,,,యునైటెడ్ స్టేట్స్,మెడిసిన్,ప్రణబ్ ముఖర్జీ
618,618,618,Datto Vaman Potdar,,,,"Maharashtra, India",Literature and Education,Sarvepalli Radhakrishnan,,,,,,
619,619,619,Daulat Singh Kothari,,,,Delhi,Civil Service,Rajendra Prasad,Delhi,Science and Engineering,V. V. Giri,,,
620,620,620,David Abraham Cheulkar,"Maharashtra, India",Arts,Zakir Husain (politician),,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,జకీర్ హుసేన్ (రాజకీయ నాయకుడు)
621,621,621,David Frawley,,,,"Wisconsin, United States",Literature and Education,Pranab Mukherjee,,,,,,
622,622,622,Daya Kishore Hazra,"Uttar Pradesh, India",Medicine,Pranab Mukherjee,,,,,,,"ఉత్తరప్రదేశ్, భారత్",మెడిసిన్,ప్రణబ్ ముఖర్జీ
623,623,623,Dayananda Saraswati,,,,"Uttarakhand, India",Others,Pranab Mukherjee,,,,,,
624,624,624,Debaki Bose,"West Bengal, India",Arts,Rajendra Prasad,,,,,,,"పశ్చిమ బెంగాల్, భారత్",ఆర్ట్స్,రాజేంద్ర ప్రసాద్
625,625,625,Debi Prasanna Pattanayak,"Odisha, India",Literature and Education,Zail Singh,,,,,,,"ఒడిశా, భారత్",సాహిత్యం మరియు విద్య,జైల్ సింగ్
626,626,626,Debiprasad Chattopadhyaya,,,,"West Bengal, India",Literature and Education,K. R. Narayanan,,,,,,
627,627,627,Debu Chaudhuri,,,,Delhi/India,Arts,R. Venkataraman,,,,,,
628,628,628,Deep Joshi,Delhi/India,Social Work,Pratibha Patil,,,,,,,ఢిల్లీ/ఇండియా,సామాజిక పని,ప్రతిభా పాటిల్
629,629,629,Deepa Malik,"Haryana, India",Sports,Pranab Mukherjee,,,,,,,"హర్యానా, భారతదేశం",క్రీడలు,ప్రణబ్ ముఖర్జీ
630,630,630,Deepak B. Phatak,"Maharashtra, India",Science and Engineering,Pranab Mukherjee,,,,,,,"మహారాష్ట్ర, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,ప్రణబ్ ముఖర్జీ
631,631,631,Deepak Parekh,,,,"Maharashtra, India",Trade and Industry,A. P. J. Abdul Kalam,,,,,,
632,632,632,Deepak Puri,Delhi/India,Trade and Industry,Pratibha Patil,,,,,,,ఢిల్లీ/ఇండియా,వాణిజ్యం మరియు పరిశ్రమ,ప్రతిభా పాటిల్
633,633,633,Deepika Kumari,"Jharkhand, India",Sports,Pranab Mukherjee,,,,,,,"జార్ఖండ్, భారత్",క్రీడలు,ప్రణబ్ ముఖర్జీ
634,634,634,Dev Anand,,,,"Maharashtra, India",Arts,K. R. Narayanan,,,,,,
635,635,635,Devaki Jain,,,,"Karnataka, India",Social Work,A. P. J. Abdul Kalam,,,,,,
636,636,636,Devanur Mahadeva,"Karnataka, India",Literature and Education,Pratibha Patil,,,,,,,"కర్ణాటక, భారత్",సాహిత్యం మరియు విద్య,ప్రతిభా పాటిల్
637,637,637,Devayani,China,Arts,Pratibha Patil,,,,,,,చైనా,ఆర్ట్స్,ప్రతిభా పాటిల్
638,638,638,Devendra Jhajharia,"Rajasthan, India",Sports,Pratibha Patil,,,,,,,"రాజస్థాన్, భారత్",క్రీడలు,ప్రతిభా పాటిల్
639,639,639,Devendra Lal,"Gujarat, India",Science and Engineering,V. V. Giri,,,,,,,"గుజరాత్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,వి. వి. గిరి
