,Recipients,positions held,positions held Telugu
1865,Krishna Joshi,,
1866,Krishna Kanta Handique,,
1867,Krishna Kumar,,
1868,Krishna Lal Chadha,,
1869,Krishna Murari Tiwari,,
1870,Krishna Pai Pai,,
1871,Krishna Poonia,,
1872,Krishna Prasad Dar,,
1873,Krishna Prasad Singh Varma,,
1874,Krishna Ram Chaudhary,,
1875,Krishna Ramchand Kriplani,,
1876,Krishna Reddy,,
1877,Krishna Srinivas,,
1878,Krishna Swaroop Mullick,,
1879,Krishnammal Jagannathan,,
1880,Krishnamurthy Santhanam,,
1881,Krishnan Raghavachari,,
1882,Krishnarao Phulambrikar,,
1883,Krishnarao Shankar Pandit,,
1884,Krishnarao Shripat Mhaskar,,
1885,Krishnaswami Balasubramania Iyer,,
1886,Krishnaswami Ramiah,,
1887,Krishnaswami Srinivas Sanjivi,,
1888,Krishnaswami Swaminathan,,
1889,Krishnaswamy Kasturirangan,,
1890,Kruthartha Acharya,,
1891,Kshama Metre,,
1892,Kshem Suman Chandra,,
1893,Kshetrimayum Ongbi Thouranisabi Devi,,
1894,Kudrat Singh,,
1895,Kuldip Nayar,,
1896,Kuldip Singh Virk,,
1897,Kum Subasini Jhunu Dasgupta,,
1898,Kum Uma Sharma,,
1899,Kumar Gandharva,,
1900,Kumar Ketkar,,
1901,Kumar Nandan Prasad,,
1902,Kumar Padma Siva Shankara Menon,,
1903,Kumar Sanu,,
1904,Kumari Codanda Rohini Poovaiah,,
1905,Kumari Kamala,,
1906,Kumarpal Desai,,
1907,Kumkum Mohanty,,
1908,Kumud Ranjan Mullick,,
1909,Kumudini Lakhia,,
1910,Kundal Lal Bery,,
1911,Kunhiraman Palat Candeth,,
1912,Kunja Bihari Meher,,
1913,Kunjarani Devi,,
1914,Kunji Lal Dubey,,
1915,Kunnakudi Vaidyanathan,,
1916,Kunnenkeril K. Jacob,,
1917,Kunwar Digvijai Singh,,
1918,Kunwar Narayan,,
1919,Kunwar Singh Negi,,
1920,Kuppali Venkatappagowda Puttappa,,
1921,Kurian John Melamparambil,,
1922,Kushal Konwar Sarma,,
1923,Kushal Pal Singh,,
1924,Kushok Bakula,,
1925,Kuthur Ramakrishnan Srinivasan,,
1926,Kutikuppala Surya Rao,,
1927,Kuvempu,,
1928,Kuzhivelil Mathew,,
1929,Kuzhur Narayana Marar,,
1930,L. A. Krishna Iyer,,
1931,L. K. Advani,,
1932,L. K. Doraiswamy,,
1933,L. Kijungluba AO,,
1934,L. S. N. Prasad,,
1935,L. Subramaniam,,
1936,L. Venkatakrishna Iyer,,
1937,L. Z. Sailo,,
1938,Laila Tyabji,,
1939,Laishram Birendrakumar Singh,,
1940,Laishram Nabakishore Singh,,
1941,Lakha Khan,,
1942,Lakhimi Baruah,,
1943,Lakhumal Hiranand Hiranandani,,
1944,Lakshman Dev,,
1945,Lakshman Shastri Joshi,,
1946,Lakshman Singh,,
1947,Lakshman Singh Jangpangi,,
1948,Lakshman Swarup Darbari,,
1949,Lakshmi Kumari Chundawat,,
1950,Lakshmi Mazumdar,,
1951,Lakshmi Menon,,
1952,Lakshmi Mittal,,
1953,Lakshmi Nandan Bora,,
1954,Lakshmi Sahgal,,
1955,Lakshmikutty,,
1956,Lakshminarayana Pulram Ananthakrishnan Ramdas,,
1957,Lal Bahadur Singh Chauhan,,
1958,Lal Singh,,
1959,Lala Amarnath,,
1960,Lala Chand Verman,,
1961,Lala Hansraj Gupta,,
1962,Lalchand Hirachand,,
1963,Lalgudi Jayaraman,,
1964,Lalit Kumar,,
1965,Lalit Mohan Banerjee,,
1966,Lalit Pande,,
1967,Lalitha Chidambaram,,
1968,Lalji Singh,,
1969,Lallan Prasad Singh,,
1970,Lalsangzuali Sailo,,
1971,Lalsawma,,
1972,Lalthangfala Sailo,,
1973,Laltluangliana Khiangte,,
1974,Lalzuia Colney,,
1975,Lama Thup Phuntsok,,
1976,Lambert Mascarenhas,,
1977,Langpoklakpam Subadani Devi,,
1978,Lata Mangeshkar,,
1979,Laurie Baker,,
1980,Lavu Narendranath,,
1981,Laxma Goud,,
1982,Laxman Mahadeo Chitale,,
1983,Laxman Mane,,
1984,Laxman Pai,,
1985,Laxmanshastri Balaji Joshi,,
1986,Laxmi Chand Gupta,,
1987,Laxmi Mall Singhvi,,
1988,Laxmi Narayan Dubey,,
1989,Laxmi Prasad Sihare,,
1990,Laxminarayan Sahu,,
1991,Leander Paes,,
1992,Leela Joshi,,
1993,Leela Omchery,,
1994,Leela Samson,,
1995,Leela Sumant Moolgaokar,,
1996,Leeladhar Jagudi,,
1997,Leelavati Vinayak Pathak,,
1998,Lentina Ao Thakkar,,
1999,Leonarda Angela Casiraghi,,
2000,Leslie Claudius,,
2001,Leslie Denis Swindale,,
2002,Lhingioneng Gangte,,
2003,Lia Diskin,,
2004,Liarenmayum Damu Singh,,
2005,Lil Bahadur Chettri,,
2006,Lila Indrasen,,
2007,Lila Poonawalla,,
2008,Lila Ram,,
2009,Lila Ramkumar Bhargava,,
2010,Lilian G. Lutter,,
2011,Limba Ram,,
2012,Lloyd Rudolph,"Chair of the Committee on International Relations — University of Chicago
Master of Arts programme in the social Sciences — University of Chicago
Chair of concentrations in Political Science, Public Policy, International Studies and South Asian Studies — University of Chicago
Chairman - Leonard D. White Award Committee, American Political Science Association, 1969
Member — Group for the Study of the Psycho-Historical Process, 1966–68
Member — Discussion Group on South Asia, Council on Foreign Relations, 1971–72
Member — Overseers Visiting Committee, Department of Government, Harvard University, 1978–81
Member — Study Group on Nuclear Proliferation in South Asia, Carnegie Endowment for International Peace, Washington, D.C., 1987–88
Member — Contemporary Affairs Advisory Committee, Asia Society, 1989–92
Member — The Association for Asian Studies
Member - Council on Foreign Relations (New York)
Member — Chicago Council on Foreign Relations","అంతర్జాతీయ సంబంధాలపై కమిటీ చైర్ — యూనివర్శిటీ ఆఫ్ చికాగో మాస్టర్ ఆఫ్ ఆర్ట్స్ ప్రోగ్రామ్ ఇన్ ది సోషల్ సైన్సెస్ — యూనివర్సిటీ ఆఫ్ చికాగో రాజకీయ శాస్త్రం, పబ్లిక్ పాలసీ, ఇంటర్నేషనల్ స్టడీస్, సౌత్ ఏషియన్ స్టడీస్లో ఏకాగ్రతలకు చైర్ — చికాగో విశ్వవిద్యాలయం చైర్మన్ - లియోనార్డ్ డి. వైట్ అవార్డ్ కమిటీ, అమెరికన్ పొలిటికల్ సైన్స్ అసోసియేషన్, 1969మెంబర్ — గ్రూప్ ఫర్ ది స్టడీ ఆఫ్ ది సైకో-హిస్టారికల్ ప్రాసెస్, 1966–68మెంబర్ — డిస్కషన్ గ్రూప్ ఆన్ సౌత్ ఆసియా, కౌన్సిల్ ఆన్ ఫారిన్ రిలేషన్స్, 1971–72సభ్యులు — పర్యవేక్షకుల విజిటింగ్ కమిటీ, ప్రభుత్వ శాఖ, హార్వర్డ్ యూనివర్సిటీ, 1978–81 సభ్యుడు - దక్షిణాసియాలో అణు విస్తరణపై అధ్యయన బృందం, అంతర్జాతీయ శాంతి కోసం కార్నెగీ ఎండోమెంట్, వాషింగ్టన్, D. సి., 1987–88 సభ్యుడు — కాంటెంపరరీ అఫైర్స్ అడ్వైజరీ కమిటీ, ఆసియా సొసైటీ, 1989–92 సభ్యుడు — ది అసోసియేషన్ ఫర్ ఆసియన్ స్టడీస్ సభ్యుడు - కౌన్సిల్ ఆన్ ఫారిన్ రిలేషన్స్ (న్యూయార్క్) సభ్యుడు — చికాగో కౌన్సిల్ ఆన్ ఫారిన్ రిలేషన్స్. "
2013,Lokesh Chandra,,
2014,Lokesh Kumar Singhal,,
2015,Lothar Lutze,,
2016,Love Raj Singh Dharmshaktu,,
2017,Lovelin Kumar Gandhi,,
2018,Lucy Oommen,,
2019,Luis Jose De Souza,,
2020,M. A. Muthiah Chettiar,,
2021,M. A. Yousuf Ali,,
2022,M. Annamalai,,
2023,M. Aram,"Aram was the founder and president of Shanti Ashram (located in Coimbatore, Tamil Nadu, India), a community development organization that carries out projects in several areas, including education, health, and environmental restoration.  He also served as the president of the World Conference on Religion and Peace International.In 1993, the President of India appointed Aram to the Rajya Sabha, the upper house of the Parliament of India.  He served on the Parliamentary Standing Committee on Rural Development and the Parliamentary Standing Committee on Human Resource, Environment and Technology.","ఆరామ్ శాంతి ఆశ్రమం (తమిళనాడు, భారతదేశంలోని కోయంబత్తూర్లో ఉంది) వ్యవస్థాపకుడు, అధ్యక్షుడు, ఇది విద్య, ఆరోగ్యం, పర్యావరణ పునరుద్ధరణతో సహా అనేక రంగాలలో ప్రాజెక్ట్లను నిర్వహించే సమాజ అభివృద్ధి సంస్థ. ఇతను మతం, శాంతి అంతర్జాతీయ ప్రపంచ సదస్సు అధ్యక్షుడిగా కూడా పనిచేశాడు. 1993లో, భారత రాష్ట్రపతి ఆరామ్ను భారత పార్లమెంటు ఎగువ సభ అయిన రాజ్యసభకు నియమించారు. ఇతను గ్రామీణాభివృద్ధిపై పార్లమెంటరీ స్టాండింగ్ కమిటీ, మానవ వనరులు, పర్యావరణం, సాంకేతికతపై పార్లమెంటరీ స్టాండింగ్ కమిటీలో పనిచేశాడు. "
2024,M. B. Ramachandra Rao,,
2025,M. Balamuralikrishna,,
2026,M. Boyer,,
2027,M. C. Pant,,
2028,M. C. Setalvad,,
2029,M. D. Ramanathan,,
2030,M. D. Valsamma,,
2031,M. F. Husain,,
2032,M. G. Deo,,
2033,M. G. K. Menon,,
2034,M. J. Gopalan,,
2035,M. K. Binodini Devi,,
2036,M. K. Krishna Menon,,
2037,M. K. Kunjol,,
2038,M. K. Malik Mohammad,,
2039,M. K. Narayanan,,
2040,M. K. Radha,,
2041,M. K. Saroja,,
2042,M. Kirti Singh,,
2043,M. Krishnan Nair,"1965–68 Lecturer, Medical College, Trivandrum, Kerala, India
1969–1971 Assistant Professor, Medical Colleges, Kottayam / Trivandrum, Kerala, India
1971–1973 Associate Professor, Medical College, Trivandrum, Kerala, India
1975–1981 Professor of Clinical Oncology and Radiotherapy Medical College, Trivandrum, Kerala, India
1981–2003 Director, Regional Cancer Centre, Trivandrum, Kerala, India
1 February 2004-20?? Professor of Clinical Oncology, Amrita Institute of Medical Sciences and Research, Kochi, Kerala, India
February 2004-20?? Director and Consultant Clinical Oncologist, SUT Institute of Oncology, Trivandrum, Kerala, India.","1965–68 లెక్చరర్, మెడికల్ కాలేజ్, త్రివేండ్రం, కేరళ, భారతదేశం1969–1971 అసిస్టెంట్ ప్రొఫెసర్, మెడికల్ కాలేజీలు, కొట్టాయం / త్రివేండ్రం, కేరళ, భారతదేశం1971–1973 అసోసియేట్ ప్రొఫెసర్, మెడికల్ కాలేజీ, త్రివేండ్రం, కేరళ, ఇండియా1975–1981 ప్రొఫికల్ ఆఫ్ మెడికల్ కాలేజీ కళాశాల, త్రివేండ్రం, కేరళ, భారతదేశం1981–2003 డైరెక్టర్, ప్రాంతీయ క్యాన్సర్ కేంద్రం, త్రివేండ్రం, కేరళ, భారతదేశం1 ఫిబ్రవరి 2004-20?? క్లినికల్ ఆంకాలజీ ప్రొఫెసర్, అమృత ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్ అండ్ రీసెర్చ్, కొచ్చి, కేరళ, ఇండియా ఫిబ్రవరి 2004-20 ?? డైరెక్టర్, కన్సల్టెంట్ క్లినికల్ ఆంకాలజిస్ట్, SUT ఇన్స్టిట్యూట్ ఆఫ్ ఆంకాలజీ, త్రివేండ్రం, కేరళ, భారతదేశం. "
2044,M. L. Soni,,
2045,M. L. Vasanthakumari,,
2046,M. Leelavathy,,
2047,M. M. Joshi,,
2048,M. M. S. Ahuja,,
2049,M. Mahadevappa,,
2050,M. N. Buch,"M. N. Buch held several government positions of authority during his civil service such as the post of the District Collector, District Magistrate, Director, Government Secretary and the Commissioner of various departments such as Tribal Welfare, Housing, Forests and Town country planning. Some of the other positions are:

Vice Chairman - Delhi Development Authority
Director General of the National Institute of Urban Affairs
Vice-Chairman - National Commission on Urbanization
Chairman - Lutyens Bungalow Zone Committee of the Government of India 
Chairman - Committee on the Heritage Zone of Mehrauli
Chairman - Empowered Committee for the New Vidhan Sabha building in Madhya Pradesh
Chairman - Board of Governors ABV – Indian Institute of Information Technology and Management, Gwalior
Dean - Centre for Governance and Political Studies
Chairman - National Centre for Human Settlements and Environment
Chairman - Atal Bihari Vajpayee Indian Institute of Information Technology and Management","ఎం. ఎన్. బుచ్ తన సివిల్ సర్వీస్ సమయంలో జిల్లా కలెక్టర్, జిల్లా మేజిస్ట్రేట్, డైరెక్టర్, ప్రభుత్వ కార్యదర్శి, గిరిజన సంక్షేమం, గృహనిర్మాణం, అటవీ, టౌన్ కంట్రీ ప్లానింగ్ వంటి వివిధ శాఖల కమిషనర్ వంటి అనేక ప్రభుత్వ అధికార పదవులను నిర్వహించారు. కొన్ని ఇతర స్థానాలు: వైస్ ఛైర్మన్ - ఢిల్లీ డెవలప్మెంట్ అథారిటీ నేషనల్ ఇన్స్టిట్యూట్ ఆఫ్ అర్బన్ అఫైర్స్ డైరెక్టర్ జనరల్ వైస్-ఛైర్మన్ - నేషనల్ కమీషన్ ఆన్ అర్బనైజేషన్ ఛైర్మన్ - లుట్యెన్స్ బంగ్లా జోన్ కమిటీ ఆఫ్ ఇండియా గవర్నమెంట్ ఛైర్మన్ - కమిటీ ఆఫ్ హెరిటేజ్ జోన్ ఆఫ్ మెహ్రౌలీ ఛైర్మన్ - ఎంపవర్డ్ కమిటీ మధ్యప్రదేశ్లోని కొత్త విధానసభ భవనం కోసం చైర్మన్ - బోర్డ్ ఆఫ్ గవర్నర్స్ ABV – ఇండియన్ ఇన్స్టిట్యూట్ ఆఫ్ ఇన్ఫర్మేషన్ టెక్నాలజీ అండ్ మేనేజ్మెంట్, గ్వాలియర్డీన్ - సెంటర్ ఫర్ గవర్నెన్స్ అండ్ పొలిటికల్ స్టడీస్ చైర్మన్ - నేషనల్ సెంటర్ ఫర్ హ్యూమన్ సెటిల్మెంట్స్ అండ్ ఎన్విరాన్మెంట్ చైర్మన్ - అటల్ బిహారీ వాజ్పేయి ఇండియన్ ఇన్స్టిట్యూట్ ఆఫ్ ఇన్ఫర్మేషన్ టెక్నాలజీ అండ్ మేనేజ్మెంట్. "
2051,M. N. Krishnamani,,
2052,M. N. Passey,,
2053,M. N. Venkatachaliah,,
2054,M. Narasimham,,
2055,M. Night Shyamalan,,
2056,M. P. Ganesh,,
2057,M. P. Nachimuthu,,
2058,M. R. Acharekar,,
2059,M. R. Brahmam,,
2060,M. R. Kurup,,
2061,M. R. Rajagopal,"Rajagopal holds the following positions:

Chairman of Pallium India
Director, W.H.O Collaborating Centre for Policy and Training on Access to Pain Relief (Trivandrum Institute of Palliative Sciences)
Member, Elisabeth Kubler-Ross Foundation BoardRajagopal is on the editorial board of several international journals and has authored/edited two textbooks, several book chapters (including Oxford Textbook of Palliative Medicine) and more than 30 publications in scientific journals.
Current involvement with scientific journals:

Member, Editorial Board, Indian Journal of Palliative Care.
Member, Editorial Board, Journal of Pain and Symptom Management.
Member, Editorial Board, Journal of Pain and Palliative Care Pharmacotherapy.
Member, Editorial Board, Palliative Care: Research and Treatment.
Member, Editorial Board, Pain: Clinical Updates; International Association for Study of Pain.","రాజగోపాల్ క్రింది స్థానాలను కలిగి ఉన్నారు: పాలియం ఇండియాడైరెక్టర్ ఛైర్మన్, డబ్ల్యు. హెచ్. O కోలాబరేటింగ్ సెంటర్ ఫర్ పాలసీ అండ్ ట్రైనింగ్ ఆన్ యాక్సెస్ టు పెయిన్ రిలీఫ్ (త్రివేండ్రం ఇన్స్టిట్యూట్ ఆఫ్ పాలియేటివ్ సైన్సెస్) సభ్యుడు, ఎలిసబెత్ కుబ్లర్-రాస్ ఫౌండేషన్ బోర్డ్ రాజగోపాల్ అనేక అంతర్జాతీయ పత్రికల సంపాదకీయ బోర్డులో ఉన్నారు, రెండు పాఠ్యపుస్తకాలు, అనేక పుస్తక అధ్యాయాలు (Ox సహా) రచించారు/సవరించారు. టెక్స్ట్బుక్ ఆఫ్ పాలియేటివ్ మెడిసిన్), శాస్త్రీయ పత్రికలలో 30 కంటే ఎక్కువ ప్రచురణలు. శాస్త్రీయ పత్రికలతో ప్రస్తుత ప్రమేయం: సభ్యుడు, ఎడిటోరియల్ బోర్డ్, ఇండియన్ జర్నల్ ఆఫ్ పాలియేటివ్ కేర్. సభ్యుడు, ఎడిటోరియల్ బోర్డ్, జర్నల్ ఆఫ్ పెయిన్ అండ్ సింప్టమ్ మేనేజ్మెంట్. సభ్యుడు, ఎడిటోరియల్ బోర్డ్, జర్నల్ ఆఫ్ పెయిన్ అండ్ పాలియేటివ్ కేర్ ఫార్మాకోథెరపీ. సభ్యుడు, ఎడిటోరియల్ బోర్డ్, పాలియేటివ్ కేర్: రీసెర్చ్ అండ్ ట్రీట్మెంట్. సభ్యుడు, ఎడిటోరియల్ బోర్డ్, నొప్పి: క్లినికల్ అప్డేట్లు; ఇంటర్నేషనల్ అసోసియేషన్ ఫర్ స్టడీ ఆఫ్ పెయిన్. "
2062,M. R. S. Rao,,
2063,M. R. Srinivasan,,
2064,M. S. Banga,,
2065,M. S. Gill,,
2066,M. S. Gopalakrishnan,,
2067,M. S. Krishnan,,
2068,M. S. Narasimhan,,
2069,M. S. Raghunathan,,
2070,M. S. Ramakumar,,
2071,M. S. Sathyu,,
2072,M. S. Subbulakshmi,,
2073,M. S. Swaminathan,,
2074,M. S. Valiathan,,
2075,M. Sarada Menon,,
2076,M. Subhadra Nair,,
2077,M. T. Vasudevan Nair,,
2078,M. V. Mathur,,
2079,M. V. Padma Srivastava,,
2080,M. V. Pylee,,
2081,M. V. Rao,,
2082,M. V. Subbiah,,
2083,M. Vijayan,,
2084,M. Y. S. Prasad,,
2085,MS Dhoni,,
2086,Maadari Bhagya Gautam,,
2087,Machani Somappa,,
2088,Madan Lal Madhu,,
2089,Madan Madhav Godbole,,
2090,Madan Mohan,,
2091,Madan Mohan Sabharwal,,
2092,Madan Mohan Singh,,
2093,Madan Singh Chouhan,,
2094,Madanur Ahmed Ali,,
2095,Madapati Rao,,
2096,Madappa Mahadevappa,,
2097,Madaram Brahma,,
2098,Madavoor Vasudevan Nair,,
2099,Maddali Gopala Krishna,,
2100,Madeleine Herman de Blic,,
2101,Madhav Gadgil,,
2102,Madhav Kashinath Dalvi,,
2103,Madhav Sadashiv Gore,,
2104,Madhav Shrihari Aney,"''' During British Raj '''
In 1923, he was nominated to the Central Legislative Assembly as the representative of Berar Division. During 1941–1943, he was a member of the Viceroy's Executive Council responsible for Indians Overseas and Commonwealth Relations. He resigned in 1943, when the British Indian government refused to release Mahatma Gandhi, while he was on fast. He was the High Commissioner to Ceylon from 1943 to July 1947. He joined the Constituent Assembly in 1947.


''' After Independence of India '''
After Indian independence, Dr. Aney was the Governor of Bihar from 12 January 1948 to 14 June 1952. He was also a member of the 3rd Lok Sabha from 1962 to 1967, representing Nagpur constituency.","'''బ్రిటీష్ రాజ్ సమయంలో '''1923లో, ఇతను బేరార్ డివిజన్ ప్రతినిధిగా సెంట్రల్ లెజిస్లేటివ్ అసెంబ్లీకి నామినేట్ అయ్యాడు. 1941-1943 సమయంలో, ఇతను వైస్రాయ్ ఎగ్జిక్యూటివ్ కౌన్సిల్లో సభ్యుడిగా విదేశీ భారతీయులు, కామన్వెల్త్ సంబంధాలకు బాధ్యత వహించాడు. 1943లో మహాత్మా గాంధీని విడుదల చేసేందుకు బ్రిటిష్ భారత ప్రభుత్వం నిరాకరించడంతో ఆయన నిరాహార దీక్షకు దిగారు. ఇతను 1943 నుండి జూలై 1947 వరకు సిలోన్కు హై కమీషనర్గా ఉన్నాడు. 1947లో రాజ్యాంగ పరిషత్లో చేరారు. '''భారత స్వాతంత్ర్యం తరువాత '''భారత స్వాతంత్ర్యం తరువాత, డా. అనీ 12 జనవరి 1948 నుండి 14 జూన్ 1952 వరకు బీహార్ గవర్నర్గా ఉన్నారు. ఇతను 1962 నుండి 1967 వరకు నాగ్పూర్ నియోజకవర్గానికి ప్రాతినిధ్యం వహిస్తూ 3వ లోక్సభ సభ్యుడు కూడా. "
