,Recipients,in popular culture,in popular culture Telugu
3174,Ramakanta Rath,,
3175,Ramakrishna Ananthakrishnan,,
3176,Ramakrishna V. Hosur,,
3177,Ramamoorthi Belagaje,,
3178,Ramamurthi Badrinath,,
3179,Ramamurthy Thyagarajan,,
3180,Raman Gangakhedkar,,
3181,Raman Kapur,,
3182,Raman Madhavan Nair,,
3183,Raman Viswanathan,,
3184,Ramanand Sagar,,
3185,Ramanarayan Upadhyaya,,
3186,Ramanath Cowsik,,
3187,Ramanath Iyer Mathrubbotham,,
3188,Ramanatha Venkata Ramani,,
3189,Ramanathan Krishnan,,
3190,Ramanathapuram C. S. Murugabhoopathy,,
3191,Ramankutty Nair,,
3192,Ramanlal Gokaldas Saraiya,,
3193,Ramanujam Varatharaja Perumal,,
3194,Ramaranjan Mukherji,,
3195,Ramaswami Venkataswami,,
3196,Ramaswamy Duraiswamy Ayyar,,
3197,Ramaswamy Iyer,,
3198,Ramaswamy M. Vasagam,,
3199,Ramaswamy Rajaram,,
3200,Rambhadracharya,,
3201,Ramchand Kishindas Menda,,
3202,Ramchandra Manjhi,,
3203,Ramchandra Narayan Dandekar,,
3204,Ramdas Pai,,
3205,Ramdhari Singh Dinkar,,
3206,Ramesh Babaji Maharaj,,
3207,Ramesh Chandra Bhaskar Sule,,
3208,Ramesh Chandra Shah,,
3209,Ramesh Gelli,,
3210,Ramesh Inder Singh,,
3211,Ramesh Krishnan,,
3212,Ramesh Kumar (nephrologist),,
3213,Ramesh Nigam,,
3214,Ramesh Sippy,,
3215,Ramesh Tribhuvandas Doshi,,
3216,Rameshwar Nath Koul Bamezai,,
3217,Rameshwar Singh Kashyap,,
3218,Rameshwari Nehru,,
3219,Rameshwarlal Kabra,,
3220,Ramjee Singh,,
3221,Ramji Vasant Khanolkar,,
3222,Ramkinkar Baij,,
3223,Ramkumar Verma,,
3224,Ramli Bin Ibrahim,,
3225,Ramniklal K. Gandhi,,
3226,Ramoji Rao,,
3227,Ramprasad Ramchand Khandelwal,,
3228,Ramrao Deshmukh,,
3229,Ramsing Fakiraji Bhanawat,,
3230,Rana Krishnadev Narain Singh,,
3231,Rana Moti Singh,,
3232,Ranbir Chander Sobti,,
3233,Ranbir Singh Bisht,,
3234,Randeep Guleria,,
3235,Randhir Sud,,
3236,Ranganathan Parthasarathy,,
3237,Rangasami Lakshminarayana Kashyap,,
3238,Rangaswamy Narasimhan,,
3239,Rani Gaidinliu,,
3240,Rani Karnaa,,
3241,Rani Rampal,,
3242,Ranjan Roy Daniel,,
3243,Ranjana Gauhar,,
3244,Ranjit Bhargava,,
3245,Ranjit Ramachandra Rao Desai,,
3246,Ranjit Roy Chaudhury,,
3247,Ranjit Singh Sarkaria,,
3248,Rao Raja Hanut Singh,,
3249,Rasheed Ahmad Siddiqui,,
3250,Rashid Khan,,
3251,Ratan Lal Joshi,,
3252,Ratan Shankar Mishra,,
3253,Ratan Shastri,,
3254,Ratan Tata,"Mega Icons (2018-2020), an Indian documentary television series on National Geographic about prominent Indian personalities, dedicated an episode to Ratan Tata's contributions. He has also appeared Rendevouz with Simi Garewal an informal chat show hosted by Indian actress Simi Garewal.","ప్రముఖ భారతీయ వ్యక్తుల గురించి నేషనల్ జియోగ్రాఫిక్లో భారతీయ డాక్యుమెంటరీ టెలివిజన్ సిరీస్ మెగా ఐకాన్స్ (2018-2020), రతన్ టాటా, సహకారానికి ఒక ఎపిసోడ్ను అంకితం చేసింది. ఇతను భారతీయ నటి సిమి గరేవాల్ హోస్ట్ చేసిన అనధికారిక చాట్ షోలో సిమి గరేవాల్తో రెండెవౌజ్లో కూడా కనిపించాడు. "
3255,Ratan Thiyam,"Some Roots Grow Upwards a 2003 documentary by Kavita Joshi and Malati Rao, was based on the life and work of Ratan Thiyam, especially his political ideologies, and his use of theatre as medium of political protest.","సమ్ రూట్స్ గ్రో అప్వర్డ్స్ 2003లో కవితా జోషి, మాలతీ రావు రూపొందించిన డాక్యుమెంటరీ, రతన్ థియం జీవితం, పని, ముఖ్యంగా అతని రాజకీయ సిద్ధాంతాలు, రాజకీయ నిరసనల మాధ్యమంగా థియేటర్ను ఉపయోగించడం ఆధారంగా రూపొందించబడింది. "
3256,Rathin Datta,,
3257,Ratna Fabri,,
3258,Ratnappa Kumbhar,,
3259,Ratnasundarsuri,,
3260,Rattan Lal,,
3261,Ravi Chaturvedi,,
3262,Ravi Grover,,
3263,Ravi Kannan R,,
3264,Ravi Kant,,
3265,Ravi Kumar Narra,,
3266,Ravi Narayana Reddy,,
3267,Ravi Shankar,,
3268,Ravi Shankar Sharma,,
3269,Ravinder Kumar Bali,,
3270,Ravindra Chandra Bhargava,,
3271,Ravindra Dayal,,
3272,Ravindra Jain,,
3273,Ravindra Kelekar,,
3274,Ravindra Kumar,,
3275,Ravindra Kumar Sinha,,
3276,Ravindra Nagar,,
3277,Ravindra Nath Shrivastava,,
3278,Ravindra Santram Dharkar,,
3279,Ravindra Singh Bisht,,
3280,Ravindra and Smita Kolhe,,
3281,Ravishankar Raval,,
3282,Rear Francis Leslie Fraser,,
3283,Reema Nanavati,,
3284,Reeta Devi,,
3285,Rehana Khatoon,,
3286,Rehman Rahi,,
3287,Rehmath Beegum Sailaniyoda,,
3288,Rekandar Nageswara Rao,,
3289,Rekha,,
3290,Relangi,,
3291,Remo Fernandes,,
3292,Renana Jhabvala,,
3293,Renuka Ray,,
3294,Resul Pookutty,,
3295,Reuben David,,
3296,Rev Joel K. Lakra,,
3297,Rewben Mashangva,,
3298,Richard Attenborough,,
3299,Rita Ganguly,,
3300,Ritu Kumar,,
3301,Ritu Menon,,
3302,Ritwik Ghatak,,
3303,Riyaz Punjabi,,
3304,Robert Blackwill,,
3305,Robert Brocklesby Davis,,
3306,Robert Thurman,,
3307,Robin Banerjee,,
3308,Roddam Narasimha,,
3309,Rohini Godbole,,
3310,Roman Sarmah,,
3311,Romesh Wadhwani,,
3312,Romuald D'Souza,,
3313,Romulus Whitaker,,
3314,Ronald Carlton Vivian Piadade Noronha,,
3315,Ronen Sen,,
3316,Rongbong Terang,,
3317,Roshan Kumari,,
3318,Roshan Lal Anand,,
3319,Roshan Phooken,,
3320,Rostislav Rybakov,,
3321,Rudraradhya Muddu Basavaradhya,,
3322,Rukmini Baburao Pawar,,
3323,Rukmini Devi Arundale,,
3324,Runa Banerjee,,
3325,Ruskin Bond,,
3326,Russi Mody,,
3327,Rustom Jal Vakil,,
3328,Rustom Phiroze Soonawala,,
3329,Rustomji Bomanji Billimoria,,
3330,Rustomji Marwanji Alpaiwala,,
3331,S. B. Mujumdar,,
3332,S. C. Jamir,,
3333,S. C. Manchanda,,
3334,S. C. Munshi,,
3335,S. D. Burman,,
3336,S. Dhakshinamurthy Pillai,,
3337,S. G. Mahalingayyar Subramaniam,,
3338,S. G. Thakur Singh,,
3339,S. H. Raza,,
3340,S. I. Padmavati,,
3341,S. Jaishankar,,
3342,S. K. M. Maeilanandhan,,
3343,S. K. Misra,,
3344,S. K. Sama,,
3345,S. K. Shivkumar,,
3346,S. K. Sikka,,
3347,S. Krishnaswamy,,
3348,S. L. Bhyrappa,,
3349,S. M. Ganapathy,,
3350,S. N. Goenka,,
3351,S. N. Swamy,,
3352,S. Narasimhan,,
3353,S. P. Balasubrahmanyam,,
3354,S. P. Balasubramaniam,,
3355,S. P. Kothari,,
3356,S. P. Nimbalkar,,
3357,S. P. Oswal,,
3358,S. P. P. Thorat,,
3359,S. P. Varma,,
3360,S. R. Janakiraman,,
3361,S. R. Ranganathan,,
3362,S. R. Srinivasa Varadhan,,
3363,S. Ramachandran,,
3364,S. Ramakrishnan,,
3365,S. Ramaswamy Iyer Balasubrahmanyam,,
3366,S. S. Badrinath,,
3367,S. S. Rajamouli,,
3368,S. S. Rathore,,
3369,S. S. Vasan,,
3370,S. Shakir Ali,,
3371,S. Somasundaram,,
3372,S. Srinivasa Sriramacharyulu,,
3373,S. Srinivasan,,
3374,S. V. S. Raghavan,,
3375,Saalumarada Thimmakka,,
3376,Saba Anjum Karim,,
3377,Sabarmatee,,
3378,Sabitri Chatterjee,,
3379,Sabitri Heisnam,,
3380,Sabri Khan,,
3381,Sabya Sachi Sarkar,,
3382,Sachchidanand Sahai,,
3383,Sachidananda Routray,,
3384,Sachin Tendulkar,,
3385,Sadashiv Rath Sharma,,
3386,Sadashiv Vasantrao Gorakshkar,,
3387,Sadasiv Misra,,
3388,Sadat Abul Masud,,
3389,Sadhu Meher,,
3390,Sadhu Singh Hamdard,,
3391,Sadiq-ur-Rahman Kidwai,,
3392,Saeed Jaffrey,,
3393,Sagat Singh,,
3394,Sahir Ludhianvi,,
3395,Sai Paranjpye,,
3396,Saibaba Goud,,
3397,Saichiro Misumi,,
3398,Saif Ali Khan,,
3399,Saif-ud-din Ahmad,,
3400,Saikhom Mirabai Chanu,,
3401,Sailabala Das,,
3402,Sailen Manna,,
3403,Sailesh Kumar Bandopadhyay,,
3404,Saina Nehwal,,
3405,Saiyid Amir Hasan Abidi,,
3406,Sajan Misra,,
3407,Sakar Khan Manganiar,,
3408,Sakharam Abaji Pawar Patil,,
3409,Sakshi Malik,,
3410,Salam Machhlisheri,,
3411,Saliha Abid Hussain,,
3412,Salik Lucknawi,,
3413,Salim Ali,,
3414,"Salman Amin ""Sal"" Khan",,
3415,Sam Manekshaw,"On his life, Meghna Gulzar is directing a movie, Sam Bahadur, starring Vicky Kaushal, which is expected to release in 2023.
Aaj Tak's show Vande Matram narrated an episode on Manekshaw.","అతని జీవితంపై, మేఘనా గుల్జార్ విక్కీ కౌశల్ నటించిన సామ్ బహదూర్ చిత్రానికి దర్శకత్వం వహిస్తున్నారు, ఇది 2023లో విడుదల కానుంది. ఆజ్ తక్ షో వందేమాత్రం మానేక్షాలో ఒక ఎపిసోడ్ని వివరించింది. "
3416,Sam Pitroda,,
3417,Samad Yar Khan Saghar Nizami,,
3418,Samarendranath Sen,,
3419,Samiran Nundy,,
3420,Sampat Ramteke,,
3421,Samta Prasad,,
3422,Samuel Paul,,
3423,Sandeep Guleria,,
3424,Sandip Kumar Basu,,
3425,Sandra Desa Souza,,
3426,Sanduk Ruit,,
3427,Sanganbasappa Mallangouda Patil,,
3428,Sania Mirza,,
3429,Sanjay Govind Dhande,,
3430,Sanjay Leela Bhansali,,
3431,Sanjaya Rajaram,,
3432,Sanjeev Bagai,,
3433,Sanjeev Bikhchandani,,
3434,Sanjeev Kapoor,,
3435,Sanjida Khatun,,
3436,Sanjukta Panigrahi,,
3437,Sankar Kumar Pal,,
3438,Sankho Chaudhuri,,
3439,Sant Kaur,,
3440,Sant Singh Chatwal,,
3441,Sant Singh Sekhon,,
3442,Sant Singh Virmani,,
3443,Santidev Ghosh,,
3444,Santosh Kumar Kackar,,
3445,Santosh Kumar Mazumdar,,
3446,Santosh Kumar Mukerji,,
3447,Santosh Kumar Mukherjee,,
3448,Santosh Kumar Sen,,
3449,Santosh Sivan,,
3450,Santosh Yadav,,
3451,Santu Shahaney,,
3452,Sarabjit Singh,,
3453,Sarbdeep Singh Virk,,
3454,Sarbeswar Sahariah,,
3455,Sarda Nand Singh,,
3456,Sarda Prasad Varma,,
3457,Sardar Anjum,,
3458,Sardar Harnarain Singh,,
3459,Sardar Mohan Singh,,
3460,Sardar Sohan Singh,,
3461,Sardara Singh,,
3462,Sardara Singh Johl,,
3463,Sardarilal Mathradas Nanda,,
3464,Sarita Joshi,,
3465,Saroj Chooramani Gopal,,
3466,Saroj Ghose,,
3467,Saroj Kumar Gupta,,
3468,Saroj Raj Choudhury,,
3469,Saroja Chidambaram,,
3470,Saroja Vaidyanathan,,
3471,Sarojini Varadappan,,
3472,Sartaj Singh,,
3473,Sarungbam Bimola Kumari Devi,,
3474,Sarvagya Singh Katiyar,,
3475,Sarvepalli Gopal,,
3476,Saryu Vinod Doshi,,
3477,Sashadhar Mukherjee,,
3478,Sat Pal Khattar,,
3479,Satchindanand Keshav Nargundkar,,
3480,Sathyanarayan Mundayoor,,
3481,Satish Alekar,,
3482,Satish Chandra Kakati,,
3483,Satish Chandra Kala,,
3484,Satish Chandra Majumdar,,
3485,Satish Chandra Rai,,
3486,Satish Dhawan,,
3487,Satish Gujral,"Dozens of documentaries have been made recording Gujral's work. The Films Division of India produced a short documentary film on his life, titled Satish Gujral, directed by Balwant Gargi it provides an overview of his life and works.He was also part of the 2007 BBC television film, Partition: The Day India Burned. A 24-minute documentary called ""A Brush with Life"" was released on 15 February 2012 which was based on his own book with the same name. Four books of his work have been published, including an autobiography.","గుజ్రాల్ పనిని రికార్డ్ చేస్తూ డజన్ల కొద్దీ డాక్యుమెంటరీలు రూపొందించబడ్డాయి. ఫిలింస్ డివిజన్ ఆఫ్ ఇండియా అతని జీవితంపై సతీష్ గుజ్రాల్ పేరుతో ఒక లఘు డాక్యుమెంటరీ చిత్రాన్ని నిర్మించింది, బల్వంత్ గార్గి దర్శకత్వం వహించాడు, ఇది అతని జీవితం, రచనల, అవలోకనాన్ని అందిస్తుంది. ఇతను 2007 BBC టెలివిజన్ ఫిల్మ్, పార్టిషన్: ది డే ఇండియా బర్న్డ్లో కూడా భాగం. ""ఎ బ్రష్ విత్ లైఫ్"" అనే 24 నిమిషాల డాక్యుమెంటరీ 15 ఫిబ్రవరి 2012న విడుదలైంది, అదే పేరుతో అతని స్వంత పుస్తకం ఆధారంగా రూపొందించబడింది. ఆత్మకథతో సహా అతని రచనల, నాలుగు పుస్తకాలు ప్రచురించబడ్డాయి. "
3488,Satish Kumar,,
3489,Satish Kumar Kaura,,
3490,Satish Nambiar,,
3491,Satish Vyas,,
3492,Satpal Singh,,
3493,Sattaiyappa Dhandapani Desikar,,
3494,Satya Dev,,
3495,Satya N. Atluri,,
3496,Satya Narayan Gourisaria,,
3497,Satya Narayana Shastri,,
3498,Satya Pal Jagota,,
3499,Satya Pal Wahi,,
3500,Satya Paul Agarwal,,
3501,Satya Prakash,,
3502,Satya Prosad Chatterjee,,
3503,Satya Vrat Shastri,,
3504,Satyadev Dubey,,
3505,Satyajit Ray,,
3506,Satyamitranand Giri,,
3507,Satyanarayana Rajguru,,
3508,Satyapal Dang,,
3509,Satyaram Reang,,
3510,Satyendra Nath Bose,,
3511,Saumitra Rawat,,
3512,Saurabh Srivastava,,
3513,Savita Behen,,
3514,Savitri Indrajit Parekh,,
3515,Savitri Sahni,,
3516,Sayed Mehboob Shah Qadri,,
3517,Sayyid Ahmedullah Qadri,,
3518,Sekhar Basu,,
3519,Sekharipuram Narayana Aiyar Seshadri,,
3520,Selma D' Silva,,
3521,Semmangudi Srinivasa Iyer,,
3522,Sengaku Mayeda,,
3523,Sentila T. Yanger,,
3524,Seth Govind Das,,
3525,Seth Sri Krishan Dass,,
3526,Setu Madhavrao Pagdi,,
3527,Seyed E. Hasnain,,
3528,Shabana Azmi,,
3529,Shabbir Sayyad,,
3530,Shadab Mohammad,,
3531,Shadi Lal Dhawan,,
3532,Shafaat Ahmed Khan,,
3533,Shah Rukh Khan,,
3534,Shahabuddin Rathod,,
3535,Shahid Parvez Khan,,
3536,Shahir Krishnarao Sable,,
3537,Shahnaz Husain,,
3538,Shaik Khader Noordeen,,
3539,Shailendra Nath Shrivastava,,
3540,Shaji N. Karun,,
3541,Shakoor Khan,,
3542,Shakuntala Paranjpye,,
3543,Shalil Ghosh,,
3544,Shalini Moghe,,
3545,Shamaprasad Rupshanker Vasavada,,
3546,Shambhu Dayal Sinvhal,,
3547,Shambhu Maharaj,,
3548,Shambu Nath Khajuria,,
3549,Shambu Nath Mukheerjee,,
3550,Shameem Dev Azad,,
3551,Shamrao Sakaramrao Kadam,,
3552,Shamshad Begum,,
3553,Shamshad Begum (social worker),,
3554,Shamsher Singh,,
3555,Shamsuddin Sheikh,,
3556,Shamsur Rahman Faruqi,,
3557,Shankar Bapu Apegaonkar,,
3558,Shankar Lakshman,,
3559,Shankar Mahadevan,,
3560,Shankar Ramachandra Panhale,,
3561,Shanker Singh Ram Raghuvanshi,,
3562,Shankha Ghosh,,
3563,Shanmugam Kameshwaran,,
3564,Shanno Khurana,,
3565,Shanta Dhananjayan,,
3566,Shanta Gandhi,,
3567,Shanta Rao,,
3568,Shantanu Lakshman Kirloskar,,
3569,Shantanu Narayen,,
3570,Shantha Sinha,,
3571,Shanthi Ranganathan,,
3572,Shanti Dave,,
3573,Shanti Hiranand,,
3574,Shanti Jain,,
3575,Shanti Kumar Tribhuvandas Raja,,
3576,Shanti Lal Jain,,
3577,Shanti Prasad,,
3578,Shanti Roy,,
3579,Shanti Swaroop Bhatnagar,,
3580,Shanti Teresa Lakra,,
3581,Shantilal B. Pandya,,
3582,Shantilal C. Sheth,,
3583,Shantilal Jamnadas Mehta,,
3584,Shaoli Mitra,,
3585,Sharad Joshi,,
3586,Sharad Kumar Dixit,,
3587,Sharad Moreshwar Hardikar,,
3588,Sharad P. Kale,,
3589,Sharad Pawar,,
3590,Sharada Srinivasan,,
3591,Sharafat Hussain Khan,,
3592,Sharan Rani Backliwal,,
3593,Sharath Kamal,,
3594,Sharayu Daftary,,
3595,Sharda Sinha,,
3596,Shareefunnisa Begum Ansari,,
3597,Sharmila Tagore,,
3598,Shashadhar Acharya,,
3599,Shashank R. Joshi,,
3600,Shashi Bhushan,,
3601,Shashi Deshpande,,
3602,Shashi Kapoor,,
3603,Shashikala,,
3604,Shashikumar Chitre,,
3605,Shayama Chona,,
3606,Sheela Borthakur,,
3607,Sheela Patel,,
3608,Sheik Chinna Moulana,,
3609,Sheik Mahabook Subani,,
3610,Sheik Nazar,,
3611,Sheikh Abdullah,,
3612,Sheikh Gulab,,
3613,Sheikh Mohd. Rafique,,
3614,Sheila Bhatia,,
3615,Shekhar Gupta,,
3616,Shekhar Kapur,,
3617,Shekhar Naik,,
3618,Shekhar Pathak,,
3619,Shekhar Sen,,
3620,Sheldon Pollock,,
3621,Sheo Bhagwan Tibrewal,,
3622,Sher Singh Sher,,
3623,Shiba P. Chatterjee,,
3624,Shiela Mehra,,
3625,Shila Jhunjhunwala,,
3626,Shiny Abraham,,
3627,Shinzo Abe,,
3628,Shishupal Ram,,
3629,Shital Mahajan,,
3630,Shital Raj Mehta,,
3631,Shiv Datt Nirmohi,,
3632,Shiv Dutt Upadhyaya,,
3633,Shiv K. Kumar,,
3634,Shiv Kumar Sarin,,
3635,Shiv Nadar,,
3636,Shiv Narain Kureel,,
3637,Shiv Raj Kumar Malik,,
3638,Shiv Sharma,,
3639,Shivaji Ganesh Patwardhan,,
3640,Shivajirao Girdhar Patil,,
3641,Shivakumara Swami,,
3642,Shivanarayan Motilal Rathi,,
3643,Shivkumar Sharma,,
3644,Shivmangal Singh Suman,,
3645,Shivram Bhoje,,
3646,Shobana,,
3647,Shobha Deepak Singh,,
3648,Shobha Gurtu,,
3649,Shobha Naidu,,
3650,Shobha Raju,,
3651,Shobhana Bhartia,,
3652,Shobhana Ranade,,
3653,Shoji Shiba,,
3654,Shovana Narayan,,
3655,Shree Lal Joshi,,
3656,Shreekrishna Mahadeo Beharay,,
3657,Shreyans Prasad Jain,,
3658,Shri Krishna Joshi,,
3659,Shri Ram Mehta,,
3660,Shridhar Sharma,,
3661,Shrikrishna N. Ratanjankar,,
3662,Shrinivas Khale,,
3663,Shrinivas S. Vaishya,,
3664,Shriniwas,,
3665,Shripad Damodar Satwalekar,,
3666,Shriram Lagoo,,
3667,Shriram Sharma,,
3668,Shubha Mudgal,,
3669,Shyam Benegal,,
3670,Shyam Nandan Prasad Kishore,,
3671,Shyam Nandan Sahay,,
3672,Shyam Narain Panday,,
3673,Shyam Narayan Arya,,
3674,Shyam Saran,,
3675,Shyam Singh Shashi,,
3676,Shyam Sundar Paliwal,,
3677,Shyam Sundar Sharma,,
3678,Shyam Sunder Maheshwari,,
3679,Shyama Charan Pati,,
3680,Shyama Prasad Mandal,,
3681,Shyama Prasad Mukherjee,,
3682,Shyamala Pappu,,
3683,Shyamlal Chaturvedi,,
3684,Shyamlal Gupta,,
3685,Sibte Hasan Zaidi,,
3686,Sidda Nath Kaul,,
3687,Siddhartha Mehta,,
3688,Siddhartha Mukherjee,,
3689,Siddheshwar Shastri Chitrav,,
3690,Siddheshwar Varma,,
3691,Siddheshwari Devi,,
3692,Sidhu Randhawa,,
3693,Sidney Dillon Ripley,,
3694,Sikandar Ali Wajd,,
3695,Sikander Bakht,,
3696,Sikkil Natesan Neela,,
3697,Sikkil Venkatraman Kunjumani,,
3698,Silverine Swer,,
3699,Simon Oraon,,
3700,Siramdasu Venkata Rama Rao,,
3701,Sirivennela Seetharama Sastry,,
3702,Sirkazhi G. Sivachidambaram,,
3703,Sirkazhi Govindarajan,,
3704,Sirtaj Singh Sahi,,
3705,Sis Ram Ola,,
3706,Sisir Kumar Bhaduri,,
3707,Sisir Kumar Lahiri,,
3708,Sisir Kumar Mitra,,
3709,Sisir Mishra,,
3710,Sister M. Cyril Mooney,,
3711,Sister Nirmala,,
3712,Sistha Venkata Seetharama Shastry,,
3713,Sita Devi,,
3714,Sita Ram Lalas,,
3715,Sita Ram Pal,,
3716,Sitakant Mahapatra,,
3717,Sitanshu Yashaschandra,,
3718,Sitara Devi,,
3719,Sitaram Rao Valluri,,
3720,Sitaram Seksaria,,
3721,Sitavva Joddati,,
3722,Sitimon Sawain,,
3723,Sivaji Ganesan,,
3724,Sivamani,,
3725,Sivananda Rajaram,,
3726,Sivanthi Adithan,,
3727,Sivapatham Vittal,,
3728,Sivaraj Ramseshan,,
3729,Sivaramakrishna Chandrasekhar,,
3730,Siyaram Tiwari,,
3731,Skendrowell Syiemlieh,,
3732,Smita Patil,,
3733,Sneh Bhargava,,
3734,Sobha Singh,,
3735,Sohan Lal Dwivedi,,
3736,Sohan Singh Bhakna,,
3737,Sohrab Pestonji Shroff,,
3738,Sohrab Pirojsha Godrej,,
3739,Soli Sorabjee,,
3740,Solomon Pappaiah,,
3741,Som Nath Bhaskar,,
3742,Som Nath Sadhu,,
3743,Soma Ghosh,,
3744,Somasundaram Subramanian,,
3745,Sombhu Mitra,,
3746,Somdet Phra Maha Muniwong,,
3747,Somdev Devvarman,,
3748,Somnath Hore,,
3749,Sonal Mansingh,,
3750,Sonam Gyatso (mountaineer),,
3751,Sonam Narboo,,
3752,Sonam Paljor,,
3753,Sonam Skalzang,,
3754,Sonam Tshering Lepcha,,
3755,Sonam Wangyal,,
3756,Sooni Taraporevala,,
3757,Sooranad Kunjan Pillai,,
3758,Sophia Wadia,,
3759,Sougaijam Thanil Singh,,
3760,Soumitra Chatterjee,,
3761,Sourav Ganguly,,
3762,Sourendra Nath Kohli,,
3763,Sri Lal Sukla,,
3764,Sri M,,
3765,Sri Prakasa,,
3766,Sri Ram Bharatya,,
3767,Sri Sri Ravi Shankar,,
3768,Sribhas Chandra Supakar,,
3769,Sridevi,,
3770,Sridhar Upadhyay,,
3771,Sridhar Vembu,,
3772,Srikant Datar,,
3773,Srikanth Kidambi,,
3774,Srikumar Banerjee,,
3775,Srinibash Udgata,,
3776,Srinivasa Ambujammal,,
3777,Srinivasa Anandaram,,
3778,Srinivasa Natarajan,,
3779,Srinivasan Varadarajan,,
3780,Srinivasaraghavan Venkataraghavan,,
3781,Sripada Pinakapani,,
3782,Sriram Singh,,
3783,Srirangam Gopalaratnam,,
3784,Stanislaus Joseph Coelho,,
3785,Stanley John,,
3786,Stella Kramrisch,,
3787,Sthanam Narasimha Rao,,
3788,Subashni,,
3789,Subbiah Arunan,,
3790,Subbu Arumugam,,
3791,Subhash C. Kashyap,,
3792,Subhash Kak,,
3793,Subhash Mukhopadhyay,,
3794,Subhash Palekar,,
3795,Subhasini Mistry,,
3796,Subodh Chandra Muk Dev,,
3797,Subodh Chandra Sengupta,,
3798,Subra Suresh,,
3799,Subrahmanyan Chandrasekhar,,
3800,Subramaniam Ramadorai,,
3801,Subramanya Iyer Balakrishnan,,
3802,Subramanyam Paramanandan,,
3803,Subrat Kumar Acharya,,
3804,Subrata Mitra,,
3805,Subroto Das,,
3806,Sucheta Dalal,,
3807,Suchitra Mitra,"She has been the subject of multiple biographic documentary films. One of them, titled Suchitra Mitra (1993) by Raja Sen, went on to win the National Film Award for Best Cultural Film.
She was awarded Rabindra-Tattwacharya by Tagore Research Institute, Kolkata.
She became the first female Sheriff of Kolkata in 2001.","ఈమె అనేక జీవిత చరిత్రల డాక్యుమెంటరీ చిత్రాలకు సంబంధించినది. వాటిలో ఒకటి, రాజా సేన్ రచించిన సుచిత్ర మిత్ర (1993) ఉత్తమ సాంస్కృతిక చిత్రంగా జాతీయ చలనచిత్ర అవార్డును గెలుచుకుంది. కోల్కతాలోని ఠాగూర్ రీసెర్చ్ ఇన్స్టిట్యూట్ ఈమెకు రవీంద్ర-తత్వాచార్య అవార్డును ప్రదానం చేసింది. 2001లో కోల్కతాకు తొలి మహిళా షరీఫ్గా అవతరించింది. "
3808,Suchitra Sen,,
3809,Sudam Kate,,
3810,Sudarsan Pattnaik,,
3811,Sudarshan K. Aggarwal,,
3812,Sudarshan Sahoo,,
3813,Sudha Kaul,,
3814,Sudha Malhotra,,
3815,Sudha Murty,,
3816,Sudha Ragunathan,,
3817,Sudha Varghese,,
3818,Sudha Venkatasiva Reddy,,
3819,Sudhakar Dwarka Nath Soman,,
3820,Sudhanshu Biswas,,
3821,Sudhansu Kumar Chakravarty,,
3822,Sudhansu Sobhan Maitra,,
3823,Sudharak Olwe,,
3824,Sudharani Raghupathy,,
3825,Sudheer Sojwal,,
3826,Sudhindra Nath Mukerjee,,
3827,Sudhir K. Jain,,
3828,Sudhir Khastgir,,
3829,Sudhir Kumar Sopory,,
3830,Sudhir M. Parikh,,
3831,Sudhir Ranjan Sengupta,,
3832,Sudhir Tailang,,
3833,Sudhir V. Shah,,
3834,Sugathakumari,,
3835,Suhas Pandurang Sukhatme,,
3836,Suhas Vitthal Mapuskar,,
3837,Sujit Chattopadhyay,,
3838,Sujoy B. Roy,,
3839,Sujoy K. Guha,,
3840,Sukh Dev,,
3841,Sukhadeo Thorat,,
3842,Sukhbir Singh Badal,,
3843,Sukhdev Pande,,
3844,Sukhdev Singh,,
3845,Sukhdev Singh Dhindsa,,
3846,Sukhlal Sanghvi,,
3847,Sukri Bommagowda,,
3848,Sukumar Bose,,
3849,Sukumar Sen (civil servant),,
3850,Sukumar Sen (linguist),,
3851,Sukumari,,
3852,Sulabha Panandikar,,
3853,Sulagitti Narasamma,,
3854,Sulochana Latkar,,
3855,Sulochana Mohan Lal Modi,,
3856,Sultan Khan,,
3857,Sultan Singh,,
3858,Suman Sahai,,
3859,Sumant Kishore Jain,,
3860,Sumant Moolgaokar,,
3861,Sumathiben Nemchand Shah,,
3862,Sumati Morarjee,,
3863,Sumati Mutatkar,,
3864,Sumitra Charat Ram,,
3865,Sumitra Guha,,
3866,Sumitra Mahajan,,
3867,Sumitranandan Pant,,
3868,Sunayana Hazarilal,,
3869,Sundar Menon,,
3870,Sundaram Balachander,,
3871,Sundaram Krishnamurthi,,
3872,Sundaram Natarajan,,
3873,Sundaram Ramakrishnan,,
3874,Sundaram Ramakrishnan (social activist),,
3875,Sundaram Verma,,
3876,Sundari K. Shridharani,,
3877,Sunder Das Khungar,,
3878,Sunder Lal Patwa,,
3879,Sunderlal Bahuguna,,
3880,Sunil Chhetri,,
3881,Sunil Dabas,,
3882,Sunil Das,,
3883,Sunil Dutt,Paresh Rawal played the role of Dutt in the biopic on his son titled Sanju (2018).,సంజు (2018) పేరుతో తన కొడుకు బయోపిక్లో పరేష్ రావల్ దత్ పాత్రను పోషించాడు. 
3884,Sunil Gavaskar,The 2021 film 83' features Tahir Raj Bhasin as Gavaskar.,2021 చిత్రం 83'లో గవాస్కర్ పాత్రలో తాహిర్ రాజ్ భాసిన్ నటించారు. 
3885,Sunil Janah,,
